"County, State",County Name,State,# per 100K,Calc Positive Severe Depression,Calc Total Depression Responses
"Franklin, Massachusetts",Franklin,Massachusetts,29.28696944,82,283
"Essex, Massachusetts",Essex,Massachusetts,27.35491042,882,3071
"Dukes, Massachusetts",Dukes,Massachusetts,19.91751804,17,71
"Bristol, Massachusetts",Bristol,Massachusetts,29.95642229,691,2170
"Berkshire, Massachusetts",Berkshire,Massachusetts,34.79051832,179,595
"Barnstable, Massachusetts",Barnstable,Massachusetts,25.67758488,237,756
"Worcester, Maryland",Worcester,Maryland,34.40021111,73,196
"Wicomico, Maryland",Wicomico,Maryland,37.51828423,158,451
"Washington, Maryland",Washington,Maryland,36.18354813,230,627
"Talbot, Maryland",Talbot,Maryland,23.46662376,35,144
"St. Mary's, Maryland",St. Mary's,Maryland,38.06665895,171,531
"Somerset, Maryland",Somerset,Maryland,19.58224543,18,56
"Queen Anne's, Maryland",Queen Anne's,Maryland,25.56877479,49,171
"Prince George's, Maryland",Prince George's,Maryland,28.47089168,1080,3680
"Montgomery, Maryland",Montgomery,Maryland,30.85622031,1318,5127
"Kent, Maryland",Kent,Maryland,19.63296685,19,68
"Howard, Maryland",Howard,Maryland,33.23428214,442,1536
"Harford, Maryland",Harford,Maryland,37.11609839,386,1231
"Garrett, Maryland",Garrett,Maryland,33.2457861,40,123
"Frederick, Maryland",Frederick,Maryland,38.48824487,439,1419
"Dorchester, Maryland",Dorchester,Maryland,32.38446841,40,111
"Charles, Maryland",Charles,Maryland,29.93707227,200,716
"Cecil, Maryland",Cecil,Maryland,33.69401979,140,404
"Carroll, Maryland",Carroll,Maryland,31.52665435,198,641
"Caroline, Maryland",Caroline,Maryland,35.4653673,46,131
"Calvert, Maryland",Calvert,Maryland,41.40123873,150,396
"Baltimore, Maryland",Baltimore,Maryland,32.36464068,1844,6218
"Anne Arundel, Maryland",Anne Arundel,Maryland,30.05077086,724,2607
"Allegany, Maryland",Allegany,Maryland,32.49275449,87,302
"York, Maine",York,Maine,35.14488154,299,939
"Washington, Maine",Washington,Maine,23.86710794,30,102
"Waldo, Maine",Waldo,Maine,31.38416732,50,141
"Somerset, Maine",Somerset,Maine,31.74477203,64,190
"Sagadahoc, Maine",Sagadahoc,Maine,37.97331019,56,174
"Piscataquis, Maine",Piscataquis,Maine,33.00174438,28,75
"Penobscot, Maine",Penobscot,Maine,43.42740875,251,729
"Oxford, Maine",Oxford,Maine,33.31397137,78,225
"Lincoln, Maine",Lincoln,Maine,25.37641685,36,123
"Knox, Maine",Knox,Maine,31.91828918,52,151
"Kennebec, Maine",Kennebec,Maine,42.35715554,210,628
"Hancock, Maine",Hancock,Maine,45.65901174,108,285
"Franklin, Maine",Franklin,Maine,22.43932751,26,97
"Cumberland, Maine",Cumberland,Maine,33.06976239,402,1391
"Aroostook, Maine",Aroostook,Maine,39.48281206,107,318
"Androscoggin, Maine",Androscoggin,Maine,26.67395904,119,414
"Winn, Louisiana",Winn,Louisiana,35.99712023,20,37
"West Feliciana, Louisiana",West Feliciana,Louisiana,29.44833453,18,44
"West Carroll, Louisiana",West Carroll,Louisiana,17.63579563,7,31
"West Baton Rouge, Louisiana",West Baton Rouge,Louisiana,16.40180784,18,84
"Webster, Louisiana",Webster,Louisiana,31.64390064,48,121
"Washington, Louisiana",Washington,Louisiana,17.21059312,32,121
"Vernon, Louisiana",Vernon,Louisiana,40.11570213,76,232
"Vermilion, Louisiana",Vermilion,Louisiana,35.67012271,75,175
"Union, Louisiana",Union,Louisiana,26.60079802,28,94
"Terrebonne, Louisiana",Terrebonne,Louisiana,26.68990437,117,306
"Tangipahoa, Louisiana",Tangipahoa,Louisiana,30.18787513,170,463
"St. Tammany, Louisiana",St. Tammany,Louisiana,30.66076776,326,928
"St. Mary, Louisiana",St. Mary,Louisiana,22.48246368,45,167
"St. Martin, Louisiana",St. Martin,Louisiana,21.20026093,39,108
"St. Landry, Louisiana",St. Landry,Louisiana,26.4915082,73,189
"St. John the Baptist, Louisiana",St. John the Baptist,Louisiana,24.82034796,42,103
"St. James, Louisiana",St. James,Louisiana,21.74311087,19,44
"St. Helena, Louisiana",St. Helena,Louisiana,27.29257642,8,22
"St. Charles, Louisiana",St. Charles,Louisiana,28.75728849,58,171
"St. Bernard, Louisiana",St. Bernard,Louisiana,29.09696707,51,146
"Sabine, Louisiana",Sabine,Louisiana,32.43744208,28,65
"Richland, Louisiana",Richland,Louisiana,25.54321913,15,37
"Red River, Louisiana",Red River,Louisiana,31.87555782,10,22
"Rapides, Louisiana",Rapides,Louisiana,36.02922847,185,614
"Pointe Coupee, Louisiana",Pointe Coupee,Louisiana,25.25252525,20,52
"Plaquemines, Louisiana",Plaquemines,Louisiana,17.0039109,16,62
"Ouachita, Louisiana",Ouachita,Louisiana,24.94603179,153,508
"Orleans, Louisiana",Orleans,Louisiana,27.14191079,413,1457
"Natchitoches, Louisiana",Natchitoches,Louisiana,29.74066143,45,131
"Morehouse, Louisiana",Morehouse,Louisiana,33.53718682,34,79
"Madison, Louisiana",Madison,Louisiana,21.17815718,13,30
"Livingston, Louisiana",Livingston,Louisiana,42.20413817,234,591
"Lincoln, Louisiana",Lincoln,Louisiana,37.69223038,75,203
"LaSalle, Louisiana",LaSalle,Louisiana,33.1310595,19,41
"Lafourche, Louisiana",Lafourche,Louisiana,23.24236101,90,257
"Lafayette, Louisiana",Lafayette,Louisiana,31.08587883,304,938
"Jefferson Davis, Louisiana",Jefferson Davis,Louisiana,21.58820075,25,74
"Jefferson, Louisiana",Jefferson,Louisiana,27.79873031,485,1432
"Jackson, Louisiana",Jackson,Louisiana,27.23486062,17,44
"Iberville, Louisiana",Iberville,Louisiana,21.77208657,27,94
"Iberia, Louisiana",Iberia,Louisiana,21.16879511,61,186
"Grant, Louisiana",Grant,Louisiana,24.2301423,22,64
"Franklin, Louisiana",Franklin,Louisiana,23.60346184,18,44
"Evangeline, Louisiana",Evangeline,Louisiana,15.97387384,18,59
"East Feliciana, Louisiana",East Feliciana,Louisiana,27.02575672,23,60
"East Baton Rouge, Louisiana",East Baton Rouge,Louisiana,26.68242937,483,1605
"De Soto, Louisiana",De Soto,Louisiana,31.08866865,33,99
"Concordia, Louisiana",Concordia,Louisiana,36.32876075,25,75
"Claiborne, Louisiana",Claiborne,Louisiana,26.98743157,14,41
"Catahoula, Louisiana",Catahoula,Louisiana,36.39716587,15,28
"Cameron, Louisiana",Cameron,Louisiana,23.44189536,30,86
"Caldwell, Louisiana",Caldwell,Louisiana,27.2385103,11,25
"Calcasieu, Louisiana",Calcasieu,Louisiana,24.74283248,188,464
"Caddo, Louisiana",Caddo,Louisiana,31.88388829,305,862
"Bossier, Louisiana",Bossier,Louisiana,34.94004606,176,531
"Bienville, Louisiana",Bienville,Louisiana,12.88770513,6,33
"Beauregard, Louisiana",Beauregard,Louisiana,26.70661803,41,103
"Avoyelles, Louisiana",Avoyelles,Louisiana,22.65461777,36,93
"Assumption, Louisiana",Assumption,Louisiana,15.13317191,11,39
"Ascension, Louisiana",Ascension,Louisiana,33.13426785,170,702
"Allen, Louisiana",Allen,Louisiana,28.3446712,26,68
"Acadia, Louisiana",Acadia,Louisiana,18.65694467,61,195
"Woodford, Kentucky",Woodford,Kentucky,32.04443495,36,118
"Wolfe, Kentucky",Wolfe,Kentucky,29.75304969,8,30
"Whitley, Kentucky",Whitley,Kentucky,49.85824616,102,239
"Webster, Kentucky",Webster,Kentucky,29.8284862,16,44
"Wayne, Kentucky",Wayne,Kentucky,34.01182565,26,79
"Washington, Kentucky",Washington,Kentucky,23.89434356,11,49
"Warren, Kentucky",Warren,Kentucky,41.47073502,236,700
"Union, Kentucky",Union,Kentucky,23.35441219,13,44
"Trimble, Kentucky",Trimble,Kentucky,42.55319149,18,49
"Trigg, Kentucky",Trigg,Kentucky,30.57870193,16,55
"Todd, Kentucky",Todd,Kentucky,45.28594842,21,48
"Taylor, Kentucky",Taylor,Kentucky,45.20141752,50,121
"Spencer, Kentucky",Spencer,Kentucky,35.38670592,25,65
"Simpson, Kentucky",Simpson,Kentucky,28.66823039,22,69
"Shelby, Kentucky",Shelby,Kentucky,49.23175563,86,266
"Scott, Kentucky",Scott,Kentucky,48.585806,112,288
"Russell, Kentucky",Russell,Kentucky,42.90063659,31,79
"Rowan, Kentucky",Rowan,Kentucky,53.29438238,54,147
"Rockcastle, Kentucky",Rockcastle,Kentucky,38.3836974,22,60
"Pulaski, Kentucky",Pulaski,Kentucky,39.07952684,104,269
"Powell, Kentucky",Powell,Kentucky,64.49165402,34,75
"Pike, Kentucky",Pike,Kentucky,36.43682549,84,216
"Perry, Kentucky",Perry,Kentucky,40.6820433,46,123
"Pendleton, Kentucky",Pendleton,Kentucky,38.46745653,20,46
"Owsley, Kentucky",Owsley,Kentucky,56.28325829,11,28
"Owen, Kentucky",Owen,Kentucky,50.69035435,21,56
"Oldham, Kentucky",Oldham,Kentucky,34.50958739,110,379
"Ohio, Kentucky",Ohio,Kentucky,33.53249604,33,83
"Nicholas, Kentucky",Nicholas,Kentucky,35.42444931,11,29
"Nelson, Kentucky",Nelson,Kentucky,48.84720594,95,251
"Muhlenberg, Kentucky",Muhlenberg,Kentucky,51.20750603,62,113
"Morgan, Kentucky",Morgan,Kentucky,42.59850905,24,53
"Montgomery, Kentucky",Montgomery,Kentucky,48.88561817,93,277
"Monroe, Kentucky",Monroe,Kentucky,21.57776627,10,27
"Metcalfe, Kentucky",Metcalfe,Kentucky,34.86426181,15,34
"Mercer, Kentucky",Mercer,Kentucky,43.9141425,41,99
"Menifee, Kentucky",Menifee,Kentucky,27.36940882,7,23
"Meade, Kentucky",Meade,Kentucky,40.26323828,58,192
"McLean, Kentucky",McLean,Kentucky,28.97787144,11,28
"McCreary, Kentucky",McCreary,Kentucky,25.74041548,17,50
"McCracken, Kentucky",McCracken,Kentucky,42.43094267,109,337
"Mason, Kentucky",Mason,Kentucky,37.37748491,27,84
"Martin, Kentucky",Martin,Kentucky,46.55926995,20,47
"Marshall, Kentucky",Marshall,Kentucky,36.86488219,46,114
"Marion, Kentucky",Marion,Kentucky,54.30664309,43,135
"Magoffin, Kentucky",Magoffin,Kentucky,32.3025239,15,43
"Madison, Kentucky",Madison,Kentucky,68.92624094,259,635
"Lyon, Kentucky",Lyon,Kentucky,20.82589551,7,13
"Logan, Kentucky",Logan,Kentucky,38.1652904,44,100
"Livingston, Kentucky",Livingston,Kentucky,18.84760366,7,26
"Lincoln, Kentucky",Lincoln,Kentucky,38.98724888,34,89
"Lewis, Kentucky",Lewis,Kentucky,38.98939489,20,48
"Letcher, Kentucky",Letcher,Kentucky,44.46420631,40,84
"Leslie, Kentucky",Leslie,Kentucky,32.64035352,13,32
"Lee, Kentucky",Lee,Kentucky,37.92475728,10,27
"Lawrence, Kentucky",Lawrence,Kentucky,41.04091932,27,66
"Laurel, Kentucky",Laurel,Kentucky,49.26737587,108,247
"Larue, Kentucky",Larue,Kentucky,39.79028181,17,37
"Knox, Kentucky",Knox,Kentucky,51.79266024,49,108
"Knott, Kentucky",Knott,Kentucky,25.93360996,16,60
"Kenton, Kentucky",Kenton,Kentucky,40.9014064,270,838
"Johnson, Kentucky",Johnson,Kentucky,44.64081315,39,114
"Jessamine, Kentucky",Jessamine,Kentucky,42.42782503,89,265
"Jefferson, Kentucky",Jefferson,Kentucky,38.82417839,1219,3811
"Jackson, Kentucky",Jackson,Kentucky,22.87282708,12,38
"Hopkins, Kentucky",Hopkins,Kentucky,29.76126058,55,184
"Henry, Kentucky",Henry,Kentucky,42.42938538,28,94
"Henderson, Kentucky",Henderson,Kentucky,43.03118364,77,219
"Hart, Kentucky",Hart,Kentucky,30.20204124,29,70
"Harrison, Kentucky",Harrison,Kentucky,49.55142917,38,84
"Harlan, Kentucky",Harlan,Kentucky,36.62246929,39,86
"Hardin, Kentucky",Hardin,Kentucky,40.71466207,170,470
"Hancock, Kentucky",Hancock,Kentucky,32.2640118,14,34
"Greenup, Kentucky",Greenup,Kentucky,40.96246624,54,137
"Grayson, Kentucky",Grayson,Kentucky,28.89712623,29,80
"Graves, Kentucky",Graves,Kentucky,35.59844949,54,145
"Grant, Kentucky",Grant,Kentucky,46.04540786,52,117
"Garrard, Kentucky",Garrard,Kentucky,34.63855422,23,79
"Gallatin, Kentucky",Gallatin,Kentucky,63.23777403,15,32
"Fulton, Kentucky",Fulton,Kentucky,31.87962255,10,39
"Franklin, Kentucky",Franklin,Kentucky,41.68363094,86,322
"Floyd, Kentucky",Floyd,Kentucky,43.34110157,61,149
"Fleming, Kentucky",Fleming,Kentucky,22.72137107,14,41
"Fayette, Kentucky",Fayette,Kentucky,37.77934998,487,1736
"Estill, Kentucky",Estill,Kentucky,39.1319815,22,51
"Edmonson, Kentucky",Edmonson,Kentucky,34.32977712,13,31
"Daviess, Kentucky",Daviess,Kentucky,32.7124575,132,405
"Cumberland, Kentucky",Cumberland,Kentucky,58.73468703,14,22
"Crittenden, Kentucky",Crittenden,Kentucky,36.92307692,12,25
"Clinton, Kentucky",Clinton,Kentucky,49.22874959,18,42
"Clay, Kentucky",Clay,Kentucky,23.9198308,19,52
"Clark, Kentucky",Clark,Kentucky,50.56855456,74,215
"Christian, Kentucky",Christian,Kentucky,43.69415723,107,269
"Casey, Kentucky",Casey,Kentucky,38.39838992,29,73
"Carter, Kentucky",Carter,Kentucky,46.25689228,50,125
"Carroll, Kentucky",Carroll,Kentucky,67.56127108,29,64
"Carlisle, Kentucky",Carlisle,Kentucky,27.61820592,5,14
"Campbell, Kentucky",Campbell,Kentucky,46.39761414,173,524
"Calloway, Kentucky",Calloway,Kentucky,42.53422993,63,180
"Caldwell, Kentucky",Caldwell,Kentucky,24.34274586,12,39
"Butler, Kentucky",Butler,Kentucky,30.69906149,14,45
"Bullitt, Kentucky",Bullitt,Kentucky,41.58660051,116,351
"Breckinridge, Kentucky",Breckinridge,Kentucky,26.63309283,22,81
"Breathitt, Kentucky",Breathitt,Kentucky,40.27308991,21,59
"Bracken, Kentucky",Bracken,Kentucky,31.64156436,10,28
"Boyle, Kentucky",Boyle,Kentucky,50.05166624,62,182
"Boyd, Kentucky",Boyd,Kentucky,48.11173355,101,253
"Bourbon, Kentucky",Bourbon,Kentucky,38.22428428,29,93
"Boone, Kentucky",Boone,Kentucky,44.04296596,247,757
"Bell, Kentucky",Bell,Kentucky,50.52342266,50,117
"Bath, Kentucky",Bath,Kentucky,35.45040675,19,47
"Barren, Kentucky",Barren,Kentucky,35.82989449,58,170
"Ballard, Kentucky",Ballard,Kentucky,19.3255387,8,23
"Anderson, Kentucky",Anderson,Kentucky,39.47930004,37,120
"Allen, Kentucky",Allen,Kentucky,39.38608528,31,72
"Adair, Kentucky",Adair,Kentucky,35.63283923,25,59
"Wyandotte, Kansas",Wyandotte,Kansas,38.55134352,247,823
"Woodson, Kansas",Woodson,Kansas,55.45286507,6,17
"Wilson, Kansas",Wilson,Kansas,66.77999029,22,47
"Washington, Kansas",Washington,Kansas,21.60760588,5,18
"Wabaunsee, Kansas",Wabaunsee,Kansas,25.88757396,7,19
"Thomas, Kansas",Thomas,Kansas,52.09690023,16,39
"Sumner, Kansas",Sumner,Kansas,33.84552901,40,106
"Smith, Kansas",Smith,Kansas,33.12135665,5,12
"Sherman, Kansas",Sherman,Kansas,42.87429257,10,24
"Shawnee, Kansas",Shawnee,Kansas,43.9882698,315,959
"Seward, Kansas",Seward,Kansas,33.47029223,29,101
"Sedgwick, Kansas",Sedgwick,Kansas,44.18315007,911,2605
"Scott, Kansas",Scott,Kansas,44.34371305,9,12
"Saline, Kansas",Saline,Kansas,41.25259567,89,263
"Riley, Kansas",Riley,Kansas,44.29885406,152,534
"Rice, Kansas",Rice,Kansas,21.89621196,8,32
"Reno, Kansas",Reno,Kansas,41.55869555,102,296
"Pratt, Kansas",Pratt,Kansas,22.82583885,8,25
"Pottawatomie, Kansas",Pottawatomie,Kansas,45.57991679,39,112
"Phillips, Kansas",Phillips,Kansas,30.83881579,6,23
"Pawnee, Kansas",Pawnee,Kansas,18.1369704,5,26
"Ottawa, Kansas",Ottawa,Kansas,17.72546795,5,27
"Osborne, Kansas",Osborne,Kansas,52.31493591,8,25
"Osage, Kansas",Osage,Kansas,34.375,22,65
"Neosho, Kansas",Neosho,Kansas,37.36688049,24,66
"Nemaha, Kansas",Nemaha,Kansas,29.17152859,12,38
"Morris, Kansas",Morris,Kansas,22.71842139,7,21
"Montgomery, Kansas",Montgomery,Kansas,35.1584474,45,128
"Miami, Kansas",Miami,Kansas,37.5787364,63,191
"McPherson, Kansas",McPherson,Kansas,30.76424871,38,107
"Marshall, Kansas",Marshall,Kansas,39.32749975,16,52
"Marion, Kansas",Marion,Kansas,35.59668951,16,49
"Lyon, Kansas",Lyon,Kansas,38.34355828,50,181
"Logan, Kansas",Logan,Kansas,47.84688995,6,13
"Linn, Kansas",Linn,Kansas,40.30632809,16,33
"Leavenworth, Kansas",Leavenworth,Kansas,45.29344491,160,462
"Labette, Kansas",Labette,Kansas,38.07865963,28,83
"Kingman, Kansas",Kingman,Kansas,30.60912152,8,23
"Johnson, Kansas",Johnson,Kansas,34.85847459,840,2963
"Jewell, Kansas",Jewell,Kansas,67.58786422,9,18
"Jefferson, Kansas",Jefferson,Kansas,25.3861365,19,71
"Jackson, Kansas",Jackson,Kansas,27.24371449,14,47
"Haskell, Kansas",Haskell,Kansas,37.71551724,7,20
"Harvey, Kansas",Harvey,Kansas,37.27983794,53,158
"Harper, Kansas",Harper,Kansas,27.60397497,6,22
"Greenwood, Kansas",Greenwood,Kansas,36.42191142,10,21
"Gray, Kansas",Gray,Kansas,36.92080487,8,18
"Grant, Kansas",Grant,Kansas,30.09630819,9,26
"Geary, Kansas",Geary,Kansas,51.78805059,57,163
"Franklin, Kansas",Franklin,Kansas,42.17590163,45,136
"Ford, Kansas",Ford,Kansas,28.53797746,39,117
"Finney, Kansas",Finney,Kansas,38.96549902,59,134
"Ellsworth, Kansas",Ellsworth,Kansas,27.19925396,7,15
"Ellis, Kansas",Ellis,Kansas,33.18809994,39,131
"Douglas, Kansas",Douglas,Kansas,44.4776395,212,720
"Doniphan, Kansas",Doniphan,Kansas,35.61253561,10,25
"Dickinson, Kansas",Dickinson,Kansas,34.14134517,20,51
"Crawford, Kansas",Crawford,Kansas,37.04261785,59,186
"Cowley, Kansas",Cowley,Kansas,38.38354577,53,132
"Coffey, Kansas",Coffey,Kansas,23.77273268,8,29
"Cloud, Kansas",Cloud,Kansas,31.86404673,12,27
"Clay, Kansas",Clay,Kansas,22.10991788,7,33
"Cherokee, Kansas",Cherokee,Kansas,38.4940148,31,78
"Butler, Kansas",Butler,Kansas,45.03448983,123,323
"Brown, Kansas",Brown,Kansas,58.93808938,23,46
"Bourbon, Kansas",Bourbon,Kansas,38.17058783,22,61
"Barton, Kansas",Barton,Kansas,23.28878088,23,91
"Barber, Kansas",Barber,Kansas,50.50505051,8,22
"Atchison, Kansas",Atchison,Kansas,45.01148569,29,86
"Anderson, Kansas",Anderson,Kansas,43.23656578,14,34
"Allen, Kansas",Allen,Kansas,57.16152213,28,63
"Wright, Iowa",Wright,Iowa,29.16699074,15,50
"Worth, Iowa",Worth,Iowa,28.16108139,8,17
"Woodbury, Iowa",Woodbury,Iowa,38.83944647,151,460
"Winneshiek, Iowa",Winneshiek,Iowa,34.96503497,27,90
"Winnebago, Iowa",Winnebago,Iowa,27.23996312,13,43
"Webster, Iowa",Webster,Iowa,39.45578231,58,188
"Wayne, Iowa",Wayne,Iowa,27.87511947,7,17
"Washington, Iowa",Washington,Iowa,36.83568743,29,76
"Warren, Iowa",Warren,Iowa,36.79175865,74,252
"Wapello, Iowa",Wapello,Iowa,45.94938499,65,182
"Union, Iowa",Union,Iowa,53.76344086,25,54
"Taylor, Iowa",Taylor,Iowa,23.18392581,6,22
"Tama, Iowa",Tama,Iowa,32.83209666,20,55
"Story, Iowa",Story,Iowa,51.00262446,199,625
"Sioux, Iowa",Sioux,Iowa,27.98462063,46,188
"Shelby, Iowa",Shelby,Iowa,41.56821563,19,56
"Scott, Iowa",Scott,Iowa,38.52321951,270,834
"Sac, Iowa",Sac,Iowa,21.69432693,8,30
"Ringgold, Iowa",Ringgold,Iowa,40.76403448,7,26
"Poweshiek, Iowa",Poweshiek,Iowa,59.02278793,46,123
"Pottawattamie, Iowa",Pottawattamie,Iowa,41.91925706,156,466
"Polk, Iowa",Polk,Iowa,37.62442643,736,2439
"Pocahontas, Iowa",Pocahontas,Iowa,33.39121143,10,35
"Plymouth, Iowa",Plymouth,Iowa,26.67931464,36,147
"Palo Alto, Iowa",Palo Alto,Iowa,32.24073079,12,36
"Page, Iowa",Page,Iowa,26.26912721,16,52
"Osceola, Iowa",Osceola,Iowa,40.89645019,10,22
"O'Brien, Iowa",O'Brien,Iowa,38.03107682,14,29
"Muscatine, Iowa",Muscatine,Iowa,46.52970834,79,203
"Montgomery, Iowa",Montgomery,Iowa,33.48214286,15,44
"Monroe, Iowa",Monroe,Iowa,20.35002035,6,24
"Monona, Iowa",Monona,Iowa,25.54785966,9,27
"Mitchell, Iowa",Mitchell,Iowa,26.29088232,10,31
"Mills, Iowa",Mills,Iowa,44.411547,24,82
"Marshall, Iowa",Marshall,Iowa,30.6227033,49,135
"Marion, Iowa",Marion,Iowa,43.47185382,59,164
"Mahaska, Iowa",Mahaska,Iowa,37.55572785,31,80
"Madison, Iowa",Madison,Iowa,31.09586103,29,95
"Lyon, Iowa",Lyon,Iowa,20.54400526,10,31
"Lucas, Iowa",Lucas,Iowa,17.29904279,6,31
"Louisa, Iowa",Louisa,Iowa,29.42750134,11,22
"Linn, Iowa",Linn,Iowa,40.85182647,372,1173
"Lee, Iowa",Lee,Iowa,34.05599675,47,127
"Kossuth, Iowa",Kossuth,Iowa,29.78484827,17,53
"Keokuk, Iowa",Keokuk,Iowa,21.22466306,8,26
"Jones, Iowa",Jones,Iowa,38.38444151,36,102
"Johnson, Iowa",Johnson,Iowa,40.96734135,256,869
"Jefferson, Iowa",Jefferson,Iowa,34.54905967,23,62
"Jasper, Iowa",Jasper,Iowa,48.16292831,70,165
"Jackson, Iowa",Jackson,Iowa,27.23176709,22,61
"Iowa, Iowa",Iowa,Iowa,26.64242728,17,68
"Ida, Iowa",Ida,Iowa,54.53306067,16,41
"Humboldt, Iowa",Humboldt,Iowa,40.21016513,15,44
"Howard, Iowa",Howard,Iowa,24.7792395,11,30
"Henry, Iowa",Henry,Iowa,40.59022969,34,88
"Harrison, Iowa",Harrison,Iowa,38.72053872,23,61
"Hardin, Iowa",Hardin,Iowa,68.51934476,43,91
"Hancock, Iowa",Hancock,Iowa,26.60603715,11,31
"Hamilton, Iowa",Hamilton,Iowa,48.77228389,29,76
"Guthrie, Iowa",Guthrie,Iowa,36.41955325,18,64
"Grundy, Iowa",Grundy,Iowa,39.49793733,18,46
"Greene, Iowa",Greene,Iowa,28.81512218,10,42
"Fremont, Iowa",Fremont,Iowa,36.91671589,10,26
"Franklin, Iowa",Franklin,Iowa,21.27116481,10,43
"Floyd, Iowa",Floyd,Iowa,32.63707572,20,56
"Fayette, Iowa",Fayette,Iowa,32.98153034,25,71
"Emmet, Iowa",Emmet,Iowa,42.44932612,16,45
"Dubuque, Iowa",Dubuque,Iowa,34.36726055,126,420
"Dickinson, Iowa",Dickinson,Iowa,31.05414714,22,58
"Des Moines, Iowa",Des Moines,Iowa,50.57316251,78,201
"Delaware, Iowa",Delaware,Iowa,36.66405945,30,83
"Decatur, Iowa",Decatur,Iowa,33.61570526,10,29
"Davis, Iowa",Davis,Iowa,36.52095741,13,27
"Dallas, Iowa",Dallas,Iowa,36.78178721,152,567
"Crawford, Iowa",Crawford,Iowa,30.67484663,20,59
"Clinton, Iowa",Clinton,Iowa,54.54109126,100,257
"Clayton, Iowa",Clayton,Iowa,37.58927453,24,51
"Clay, Iowa",Clay,Iowa,38.42370589,25,89
"Clarke, Iowa",Clarke,Iowa,38.20293399,15,42
"Chickasaw, Iowa",Chickasaw,Iowa,32.31539829,16,48
"Cherokee, Iowa",Cherokee,Iowa,23.87152778,11,47
"Cerro Gordo, Iowa",Cerro Gordo,Iowa,43.92838486,74,217
"Cedar, Iowa",Cedar,Iowa,46.74644727,40,87
"Cass, Iowa",Cass,Iowa,43.06632214,24,79
"Carroll, Iowa",Carroll,Iowa,37.27889757,29,89
"Calhoun, Iowa",Calhoun,Iowa,33.8622291,14,41
"Butler, Iowa",Butler,Iowa,31.97791841,19,58
"Buena Vista, Iowa",Buena Vista,Iowa,25.43727894,21,133
"Buchanan, Iowa",Buchanan,Iowa,22.17049108,16,62
"Bremer, Iowa",Bremer,Iowa,31.10419907,32,105
"Boone, Iowa",Boone,Iowa,41.55124654,45,144
"Black Hawk, Iowa",Black Hawk,Iowa,44.58414142,240,684
"Benton, Iowa",Benton,Iowa,32.87070855,36,97
"Audubon, Iowa",Audubon,Iowa,48.35589942,10,21
"Appanoose, Iowa",Appanoose,Iowa,37.29292612,19,59
"Allamakee, Iowa",Allamakee,Iowa,24.05580948,16,44
"Adair, Iowa",Adair,Iowa,24.4345155,7,27
"Whitley, Indiana",Whitley,Indiana,30.75871497,45,151
"White, Indiana",White,Indiana,41.55124654,45,122
"Wells, Indiana",Wells,Indiana,38.73921465,44,150
"Wayne, Indiana",Wayne,Indiana,43.41630672,117,371
"Washington, Indiana",Washington,Indiana,46.73421318,50,121
"Warrick, Indiana",Warrick,Indiana,34.74141924,93,323
"Warren, Indiana",Warren,Indiana,38.7874448,13,38
"Wabash, Indiana",Wabash,Indiana,35.59338121,45,119
"Vigo, Indiana",Vigo,Indiana,54.89055594,228,639
"Vermillion, Indiana",Vermillion,Indiana,53.03632989,32,73
"Vanderburgh, Indiana",Vanderburgh,Indiana,44.99321012,330,994
"Union, Indiana",Union,Indiana,47.18350755,13,35
"Tipton, Indiana",Tipton,Indiana,39.95275153,23,66
"Tippecanoe, Indiana",Tippecanoe,Indiana,58.77198607,440,1550
"Switzerland, Indiana",Switzerland,Indiana,80.26673253,26,60
"Sullivan, Indiana",Sullivan,Indiana,37.0281892,31,75
"Steuben, Indiana",Steuben,Indiana,37.48231966,53,160
"Starke, Indiana",Starke,Indiana,42.41681591,36,92
"St. Joseph, Indiana",St. Joseph,Indiana,46.71909891,513,1506
"Spencer, Indiana",Spencer,Indiana,43.46850637,31,97
"Shelby, Indiana",Shelby,Indiana,56.73758865,112,278
"Scott, Indiana",Scott,Indiana,61.44360124,57,133
"Rush, Indiana",Rush,Indiana,50.82212257,34,80
"Ripley, Indiana",Ripley,Indiana,73.25496215,84,208
"Randolph, Indiana",Randolph,Indiana,32.39613603,33,112
"Putnam, Indiana",Putnam,Indiana,59.7232338,82,290
"Pulaski, Indiana",Pulaski,Indiana,61.23698714,32,70
"Posey, Indiana",Posey,Indiana,36.34073069,30,74
"Porter, Indiana",Porter,Indiana,39.33566434,261,844
"Pike, Indiana",Pike,Indiana,56.41454242,27,65
"Perry, Indiana",Perry,Indiana,33.54579,24,87
"Parke, Indiana",Parke,Indiana,24.90815119,16,56
"Owen, Indiana",Owen,Indiana,31.09739243,27,89
"Orange, Indiana",Orange,Indiana,28.52993049,22,71
"Ohio, Indiana",Ohio,Indiana,65.21334079,14,38
"Noble, Indiana",Noble,Indiana,48.82919657,89,210
"Newton, Indiana",Newton,Indiana,32.41491086,16,56
"Morgan, Indiana",Morgan,Indiana,40.40915036,131,413
"Montgomery, Indiana",Montgomery,Indiana,49.81884058,77,227
"Monroe, Indiana",Monroe,Indiana,44.8878345,249,1027
"Miami, Indiana",Miami,Indiana,34.00229704,45,148
"Martin, Indiana",Martin,Indiana,10.3493956,5,29
"Marshall, Indiana",Marshall,Indiana,46.26872022,87,232
